id,text,cluster,x,y,date
6498,"Раньше приходилось убеждать американцев что в России по улицам не гуляют медведи, теперь надо убеждать что дома они тоже не живут...",0,3.6837223,8.351281,
6499,"Встретились два охотника. Один другому:- На кого ты собираешься охотиться?- На единорогов.- Это как?- Найду девственницу и заплачу ей. Приедем с ней в лес и я привяжу ее к дереву. Через некоторое время придет единорог, тут-то я его и подстрелю.- Знаешь, мне кажется, что сейчас их очень трудно найти. Я слышал, конечно, о них, но никогда не видел. По-моему, это все легенды.- Так и единорогов тоже не так много!",3,0.45338076,11.888345,
6500,"- Что это за длинная очередь стоит из таких сногсшибательных красавиц? Кастинг на конкурс красоты?- Не-а, запись на курсы английского.- Чего это им так приспичило?- Понимаешь, Путин сказал, что в России нет олигархов. А девицам-то замуж хочется...",0,4.989924,8.847391,
6501,"Хорошо иметь день рождения 1 июля, как у меня! Государство каждый год поздравляет меня повышением тарифов на газ, воду, электричество.",4,3.168332,8.0294075,
6502,"- Здравствуйте. Я по объявлению о работе.- Нам нужен человек, который не будет задавать лишних вопросов.- В смысле?- До свидания.",1,-0.64947903,9.720344,
6503,Чай без вкусняшек - заварка на ветер!,2,1.4396114,7.5514755,
6504,"Подходит мужик к двери, открывает, а там смерть с косой. Мужик:- О, а мы вас уже заждались, проходите, теща на кухне.",1,-1.1917858,11.17922,
6505,"Пациент:- Доктор...Врач:- Помолчите, я вас слушаю.",6,-2.6323655,10.255224,
6506,"Если бы в детстве родители разрешали мне допоздна засиживаться у телевизора в их комнате, как мне хотелось, у меня бы никогда не было брата.",3,0.8574419,8.868516,
6507,Зоологи обнаружили в лесах ежиков-нудистов. Они сворачиваются в клубок наоборот!,3,2.1529734,9.445196,
6508,"Если посмотреться в зеркало, то в том, зазеркальном мире, тому человеку должны все банки.",2,1.3921093,6.884684,
6509,"Я долго думал и решил тебе все-таки признаться… Пиво, ты любовь всей моей жизни…",5,-0.4432419,9.091932,
6510,"Выиграть в шахматы у цыгана, который во время партии ворует коней, может только монгол, который их ест.",2,2.5880969,9.556946,
6511,"Человек интернетный появился после 2000 года и стоит на ступеньку выше человека ""современного"". Среда обитания - виртуальное пространство. Выходит из него редко, в реальности чувствует себя неуютно. Способен в виртуале выращивать животных, собирать урожай фруктов и овощей, рожать и воспитывать детей, и даже воевать с врагами Родины, не вылезая из кресла. Основная проблема человека интернетного - за едой и питьём надо выходить в реальность, в которой он слабо ориентируется...",2,1.9519414,7.9160376,
6512,"Наконец-то в нашей стране стали принимать нормальные законы.Теперь дома нельзя содержать кобр.Мужики, выселяйте тёщ!!!",0,3.9114137,8.438966,
6513,"Владимир Путин заявил, что в России нет олигархов.И то верно, что им делать в России летом?",0,4.261999,8.395876,
6514,"- Вы слышали: Путин сказал, что он не знает никого, кто использует преференции от близости к власти.- Да, говорят, соседи Ротенберга слышали, как тот плакал и кричал жене: ""Забы-ыл, он меня совсем забы-ыл!""",0,5.01569,9.299138,
6515,"- Молодой человек, я могу скрасить Ваш досуг.- Спасибо, но боюсь мне потом придется очень долго краску отдирать.",1,-0.3014045,8.89745,
6516,"- Анжелка, у тебя сегодня был секс?- Был разок.- С мужем?- А, ну тогда - два.",1,-1.654556,9.527694,
6517,"- Опишите свою внешность.- Заклеиваю вебкамеру, когда говорю по скайпу.",1,-0.4185843,8.857747,
6518,"Встречи друзейВ 40 лет. Договорились встретиться в ресторане ""Шаман"", потому что там у официанток блузки с глубоким вырезом и есть на что посмотреть.Те же в 50 лет. Договорились встретиться в ресторане ""Шаман"", потому что там вкусная еда и хороший выбор вин.Те же в 60 лет. Договорились встретиться в ресторане ""Шаман"", потому что там можно поесть в тишине и в зале запрещено курить....70 лет. Договорились встретиться в ресторане ""Шаман"", потому что там есть въезд для инвалидных колясок.Наконец, в 80 лет. Договорились встретиться в ресторане ""Шаман"", потому что они никогда в нем не были.",4,-0.42982367,8.813108,
6519,- Что общего между свадьбами и похоронами?- Ты обязан присутствовать только на своих собственных.,5,-0.97041667,8.124094,
6520,"Лучше ездить каждый день на велосипеде на пляж, чем на ""Мерседесе"" на работу.",7,2.4825406,8.807028,
6521,Я знаю только один карточный фокус - это когда на второй день после зарплаты на карте ноль.,2,1.6757158,7.616645,
6522,С балкона матери-одиночки валил сигаретный дым. Выбрали нового папу.,3,0.9624009,9.668111,
6523,"- Сынок, ты у меня почти взрослый, вот тебе повестка из военкомата и вынь пустышку изо рта!",3,0.21877731,9.662726,
6524,"Я был уверен, что худею, потому что мои штаны стали сползать. Но оказалось, что это мой живот толкает их вниз.",2,0.5036203,8.035925,
6525,"- Вы замужем?- Нет, я в разводе.- А чем занимался ваш муж до развода?- Много чем, о чем я не знала.",1,-1.5792329,9.40162,
6526,"- Вы пьете, когда вы на дежурстве?- Ни в коем случае. Я уже прихожу пьяным.",1,-0.4068098,9.61056,
6527,"Чтобы легче считать бюджет, нужно измерять его не в рублях, а в полковниках.",0,3.2068462,7.319762,
6528,Польша выразила протест против визита Дмитрия Медведева в Смоленск.Ведь этот город в 1611-1654 годах был исконно польской территорией.,0,4.1866317,9.532484,
6529,"Ледоруб — альпинистский инвентарь, который известен не тем, что спас тысячи жизней, а тем, что погубил одну.",2,1.8543916,7.381877,
6530,"- Серёга, как-то ты сегодня неважно выглядишь.- Да, блин, вчера с друзьями решили бросить пить. Ох, и набросались...",1,-1.0107074,9.826585,
6531,"На свадьбе друзей я побежала ловить букет невесты, но потом опомнилась и хотела вернуться к мужу. Но он замахал руками и сказал: ""Нет, нет, я на тебя уже поставил!""...",1,-1.560717,9.693859,
6532,"А помните, до изобретения Интернета, мы думали, что причина тупости - недостаток информации? Так вот, мы ошибались!",2,2.0483992,7.7589273,
6533,"Культурные люди всегда используют гондоны. Закон ""Durex"".Гондоны всегда используют культурных людей. Закон жизни.",2,1.9544888,6.8279376,
6534,Экзамен на экономфаке.- Приведите пример общественной полезности рекламной деятельности.- Рекламными проспектами можно застелить пол при малярных работах.,4,2.2753403,8.867936,
6535,"- Наш новейший эсминец построен из композитных материалов, что делает его невидимым для радаров противника.- Но все-таки его можно обнаружить по дыму из трубы.- Вы думаете у нас в НИИ дураки сидят? Мы предусмотрели в нем режим хода на веслах.",0,2.920987,9.491924,
6536,"Не многие знают, что за законами о сборе валежника и разрешении стельбы из лука уже готовится закон о сажании на кол шутников над первыми двумя законами.",4,3.2717168,8.516626,
6537,"- Чем ты занимался сегодня, любимый?- Ездил справку для универа делать, потом к родителям заехал, отдал папе тот диск, про который тебе говорил, потом на работу.- А я думала, ты по мне скучал.- Прости, я все время забываю правильный ответ.",1,-0.7337795,10.219796,
6538,"- Оказывается, среди протестующих в центре Москвы было много приезжих.- А что в Москве еще остались москвичи?",0,3.6961267,8.607643,
6539,Новый национальный мегапроект на 10 трлн. руб. - воду из районов затопления будут перебрасывать в зону лесных пожаров.,0,3.8498828,9.050824,
6540,"Утверждающие с пеной у рта, что пиндосы никогда не были на Луне, абсолютно правы! На луне были Американцы!!!",2,2.8090527,7.6769676,
6541,"Конечно, я знал, что она замужем, но зачем было тащить на свидание мужа?",5,-1.1688805,8.132462,
6542,"- Почему слово ""бесконечность"" женского рода?- Потому что у бесконечности нет конца...",5,-0.821695,7.769738,
6543,"- Фигня! Что сгорит, то не сгниет!- А вы точно министр лесного хозяйства?",1,-0.463517,9.976725,
6544,"- Мне врач сказал: ""Если у мужа 3 группа, а у жены 4, то у них будут проблемы с зачатием"".- Это группы инвалидности имелись в виду!",5,-2.0860157,9.487562,
6545,"Землю - крестьянам! Фабрики -  рабочим!  Президента - внукам!  Хрен с ними,  с крестьянами  и рабочими,  но внуки,  внуки-то как заждались!!!",0,4.1809916,7.7744584,
6546,"Летело лето, тело ело. Лето отлетело, тело залетело. Зело.",4,1.8106622,8.643866,
6547,"Если ты считаешь, что тебе не везет, подумай о них. В Москве жена с любовником случайно села в такси к мужу.",1,-1.2197412,11.62542,
6548,"Налог на пальмовое масло увеличен на 10%. Представители кондитерского бизнеса заявили об увеличении цен на 5-7%. Путем простых арифметических вычислений получается, что кондитерские изделия сейчас состоят на 50-70% из пальмового масла.",0,4.4699492,7.7258296,
6549,По итогам авиасалона МАКС-2019 подписан контракт на поставку в Турцию крупной партии мороженого .,0,3.285681,9.248463,
6550,"С Мосленты: ""В Москве наметились массовые посадки"".Деревья - это последнее, о чем я подумал.",0,3.483152,9.071124,
6551,"Президент Франции и британский премьер-министр молча сидели друг напротив друга. Макрон, глядя на Джонсона, задравшего ногу на столик, подумал: ""И вот этот клоун - лидер правящей партии в Британии. Боже милостивый, куда катится этот мир..."" А вслух сказал: ""Эпоха гегемонии стран Запада подошла к концу"".",0,4.6091022,9.640549,
6552,Капитальный ремонт семьи - замена жены.,5,-1.139833,8.097746,
6553,"- Рабинович, хорошо ли вы знаете историю?- Я прекрасно знаю историю последних семидесяти лет.- Почему семидесяти?- Потому что это история моей болезни.",6,-2.1362371,9.940003,
6554,"Разговор с коллегой:- Помыл сегодня своего малыша.- Звучит угрожающе!- Да нет, я матизика своего помыл. И вроде он меньше стал...- Так не надо было выжимать!",3,-0.07876347,10.336406,
6555,"""Армянское радио"" спрашивают:- Что отличает сексуального маньяка от онаниста?""Армянское радио"" отвечает:- Отсутствие интереса к себе.",5,-0.44520763,8.492399,
6556,"Из новостей:«В бурятском селе, жителей которого косит рак, будут проводить крестные ходы против онкозаболеваний»«Шаманы, сжегшие верблюдов во имя России, пытались не пустить в Бурятию якута, который идет в Москву изгонять Путина»Вы уверены, что нам нужно  Сколково?",0,3.7105734,9.404814,
6557,"Чёта не пойму… А что, патриарх Кирилл не может помолиться, крепенько так, чтобы дожди залили лесные пожары? Ведь у него, как он усиленно намекает, прямой выход на того, от кого это зависит…",2,2.9635372,7.2809772,
6558,"Внучка деду:- Деда, а ты очень воспитанный- всегда прикладываешь руку ко рту, когда чихаешь.- Конечно, внученька. Как мне иначе поймать вставную челюсть?",3,0.2993358,10.456312,
6559,"- Не понимаю, как это раньше тысячи людей приходили на казнь, как на праздник?- На казнь коррумпированных чиновников сегодня бы пришли не тысячи, а миллионы.",0,3.401024,7.2208114,
6560,"Новый премьер Украины Гончарук, выступая перед депутатами, обещал не красть. И действительно, пока стоял на трибуне Рады, ничего не украл.",0,4.7698326,8.184634,
6561,Под лозунгом «Сядем усе!» все фракции Верховной Рады одобрили закон о снятии депутатской неприкосновенности.,0,4.5642962,8.317462,
6562,У роботов есть один существенный недостаток: им не поднимешь пенсионный возраст.,2,1.9605316,7.404346,
6563,"Люди, которые любят заявлять о собственной уникальности фразой: ""Я такой, какой я есть"" - вы действительно считаете, что где-то существуют люди, которые такие каких их нет?",2,1.232932,6.942006,
6564,"Муж и жена смотрят ""Поле Чудес"". Вопрос на суперигре:- Что имел в виду Магеллан, когда он достигнув берегов теперешнего американского континента, назвал местных жителей испанским словом ""Патагон""?Участник открыл в слове буквы: ""*****Е***ИЙ"", и минута пошла.Муж, после некоторого раздумья:- МАЛЮСЕНЬКИЙ!Оказалось ответ: ""БОЛЬШЕНОГИЙ"".Жена:- Ну, ты, как всегда - о своём...",1,-1.7517481,10.456702,
6565,"У вас есть такое же лето, но на размер побольше?",4,2.0344691,8.160569,
6566,"В технических вузах хотят отменить предмет «Сопротивление материалов».«Сегодня материалы сопротивляются, а завтра студенты», — так объяснили своё решение в Минобрнауке.",0,3.5241613,8.579422,
6567,В магазинах сейчас химия сплошная. А на улице — физика сплошная. А поедешь куда-то — там география сплошная.,2,2.3804762,7.3767757,
6568,Скромна до безобразия... После безобразия опять скромна.,5,0.03384127,7.33722,
6569,"Самое обидное, когда запланировала с мужиком идеальные отношения, а он действует не по плану.",5,-0.986786,7.8106217,
6570,"Стать богатым очень просто. Возьмите две шкатулки побольше. В одну положите доллары купюрами по 100, тысячу штук достаточно. В другую - золото, килограммов десять, не больше. Поставьте шкатулки в шкаф. Все.",2,0.39787644,8.862548,
6571,"Наборщица текста пришла к врачу. Он ей говорит:- Скажите букву ""а"".- Маленькую или большую?",6,-2.4536362,10.451754,
6572,"Напился до того, что двоится в глазах? Самое время пересчитать свои деньги. Пусть ненадолго, но станешь богаче.",4,0.34451547,8.792158,
6573,"Подсчитывая людей, которым ты испортил жизнь, загибай пальцы в другую сторону.",2,1.1393776,7.000892,
6574,"Папа сказал нам с сестрой: ""Того ребенка, который быстрее прибежит и принесет мне пиво, я оставлю"".Безусловно, я порой скучаю по своей сестре.",3,0.2983986,9.922117,
6575,"- Доктор, мой муж считает, что он НЛО!- Ведите его ко мне, буду его лечить.- Хорошо, а где он тут сможет приземлиться?",6,-2.6279838,10.282341,
6576,"- У нас в Ханты-Мансийске  столько нефти, сколько в Эмиратах.- И живете, как в Эмиратах?- Нет, как в Ханты-Мансийске.",0,2.6139014,10.411774,
6577,"Какие могут быть претензии к депутатам, голосующим за плохие законы? Они что, плохо нажимают кнопки? А читать и понимать то, за что они, собсно, голосуют, депутаты не обязаны. Да многие и не в состоянии…",0,3.7411199,7.467713,
6578,"Мало кто знает, что бордюрный камень по-научному называется ""собянит"".",2,2.1216578,7.817164,
6579,Я не борюсь ни за чьи права. Я просто так некрасивая.,2,0.6445501,7.0535355,
6580,"Когда мне исполнилось 16, батя сказал ""Лучше пусть это случится с тобой дома, чем в подворотне"", и пырнул меня ножом.",3,0.79210943,8.567244,
6581,"Приезжает мужик с недельной командировки, а у него 7 штрафов за курение на балконе...",4,1.4061853,9.264666,
6582,- Пойду покурю на балкон.- Иди курить на детскую площадку - там дешевле!,4,1.3681731,9.223918,
6583,"Госдума хочет запретить в России лотерею грин-карт в ответ на то, что США не пустили нескольких депутатов и дипломатов в США.Если США что-то запрещают российским чиновникам, российские чиновники тут же запрещают это же самое всем россиянам.Классика.",0,4.222211,8.52361,
6584,"После приземления самолёта многие начинают аплодировать, но согласитесь, это уже как-то уныло и затаскано, предлагаю альтернативный вариант: кто-то из пассажиров заряжает «Что мы скажем богу смерти?» и весь салон хором «Не сегодня!»",1,-0.5877431,12.380338,
6585,"В Сколково создали первого в мире робота-губернатора. Даже в выключенном состоянии он способен переводить бюджетные деньги в офшоры и произносить фразу  «Всё сделаем, Владимир Владимирович».",0,3.8700259,8.64748,
6586,А бельё развешивать на балконе пока ещё можно?,4,1.627556,8.613414,
6587,"- Спать на спине вредно для легких, спать на животе вредно для кишечника, спать на левом боку вредно для сердца, спать на правом боку вредно для печени. Журнал ""Здоровье"" желает Вам приятных снов. Блин, спать стою буду!- Не, лучше всего на правом - печень всё равно ничто не спасет.",6,-2.3533163,9.65794,
6588,"Что курили в галёрке, когда принимался закон о балконах?",4,1.5585306,8.916373,
6589,"Штраф за курение на балконе - 2-3 тысячи рублей.Штраф за курение в квартире - сковородкой по голове от жены.Извините, но я лучше заплачу́.",4,1.5391397,9.210242,
6590,"Вчера покурил на балконе, глубоко осудил свой противоправный поступок, и как честный человек выплатил себе штраф 3000 рублей. Неприятно, но закон для всех один.",4,1.5164105,9.216853,
6591,"Ладно курить, бог с ним, так ведь и за скрепы - за лук в чулках с моими детскими лыжами на балконе, чую, скоро возьмутся.",4,1.5713398,9.144501,
6592,"Назарбаев, Лукашенко и Путин введут единую валюту - НазаЛуПу.",0,4.7763944,8.117739,
6593,"Борьба с коррупцией - ещё более выгодное занятие, чем сама коррупция.",2,2.8986764,7.227955,
6594,"Курить на балконах запретили, чтобы не сгорел складированный на них валежник.",4,1.6002781,8.925929,
6595,"- Вместо того, чтобы устраивать шествие в день тигра, лучше бы пришли в тайгу да и накормили бы этих самых тигров.- А что из еды с собой брать?- Да еду брать необязательно, просто прийти...",4,-0.27662727,10.446739,
6596,"- Что говорит парень, когда изменяет своей девушке?- Чувствую себя не в своей шкуре.",5,-1.2307351,8.921953,
6597,"Тот факт, что мы с тобой когда-то были вынуждены сидеть в одном классе, не означает, что теперь мы обязаны узнавать друг друга на улице.",2,1.4646748,6.787459,
6598,Ваше мнение устарело и не поддерживается в текущей версии общественной парадигмы. Желаете обновить мнение для продолжения работы в социуме?,2,1.2312151,8.010396,
6599,"Две новости, хорошая и плохая.Хорошая: дали отопление!Плохая: не нам.",4,-0.44937843,9.60864,
6600,"Я так понял, если курить на балконе нельзя, в партере-то можно?",4,1.63875,8.983129,
6601,"Психологи советуют: если вам очень понравилась красивая девушка, вы предложили ей сходить в ресторан, но она категорически отказалась, и вы из-за этого сильно расстроились, придите домой, поиграйте с внуками, это успокаивает.",5,-0.27507284,7.9293146,
6602,"- Что читаешь?- Книгу о сильных, храбрых и отчаянных людях, способных совершить то, на что я никогда не решусь!- Как называется?- Уголовный кодекс.",1,-0.22303514,9.8296,
6603,"Не будем отчаиваться, на балконе всё ещё можно бухать, трахаться, критиковать внешнюю политику США, и проявлять уважение к власти.",2,1.8051069,8.638764,
6604,"- Господин президент, штат силовиков раздут до невероятных размеров, куда их девать в перерывах между митингами?- Да пусть курящих на балконах ловят.",0,4.470091,9.261934,
6605,"Вся электроника работает на дыму. Судите сами: если из прибора пошел дым, то, скорее всего, он больше работать не будет. Все потому, что из какой-то детали вышел дым, на котором она и работала.",4,0.9140468,8.905114,
6606,- С чего нужно начинать предварительные ласки современной девушки?- С осмотра и похвалы её татуировок.,5,-0.17641328,7.837168,
6607,"Скажите, а за курение на балконе, как и за нарушение ПДД, штраф  будет приходить собственнику балкона, а не тому, кто на нем курил?Подпись: Рогатый муж.",4,1.5546693,9.257401,
6608,"Раньше меня жена выгоняла из туалета и кухни курить на балкон, похоже, теперь меня вообще из дома выгонят!",1,-1.5027583,9.516112,
6609,"Медведев:- Мы постоянно держим руку на пульсе нашей экономики. Нет, обе руки...- Скажите, а почему вы ею толком не занимаетесь?- Так обе руки заняты...",0,5.1815124,8.646829,
6610,- Пейте три раза в день.- А какие таблетки?- При чём здесь таблетки?,6,0.09183916,8.620014,
6611,"Ты девушка и работаешь в мужском коллективе.Ожидания: ты принцесса, которую ценят, берегут и носят на руках.Реальность: ты теперь братан.",1,-1.0078412,8.741937,
6612,Если я храплю - не надо толкать меня в бок: я сбиваюсь и начинаю сначала.,2,0.75483996,6.9459662,
6613,"Голова у меня работает, как надёжные часы. Только вот своим тиканьем жене спать мешает.",5,-0.5913178,8.042173,
6614,Художника женского пола нужно называть ххдожник.,5,-0.6190916,7.609471,
6615,"— Как божественно от тебя пахнет, запах сводит меня с ума, пробуждая животные инстинкты. Что это за парфюм?— Это у меня чебурек в декольте провалился.",1,-0.8947971,9.286898,
6616,"Хочу душевного тепла и два миллиарда долларов.Шучу конечно, тепла не надо.",2,1.0595845,7.3822455,
6617,Не всякое хорошее состояние больного - это повод для выписки. Хорошее финансовое состояние требует длительного и кропотливого лечение.,6,1.3747452,7.2106357,
6618,"«Я узнал, что у меня есть огромная семья…» - из интервью счастливчика, сорвавшего джекпот в популярной лотерее©",1,-0.29693207,9.291097,
6619,"Польская шутка времён 1990-х.На востоке Польша граничила с СССР. Такой страны больше нет.На юге Польша граничила с Чехословаией. Такой страны больше нет.На западе Польша граничила с ГДР. Такой страны больше нет.Надо срочно проверить, на месте ли Балтийское море!",0,3.403233,10.382392,
6620,Только на третьи сутки спасателям МЧС удалось обнаружить и спасти заблудившихся на вилле Сергея Шойгу воров-домушников.,0,2.805546,9.1009655,
6621,"Cколько наркоман Коля демонстративно не выпускал дым из косяка, сколько не вытаскивал член из штанов - подслеповатая бабушка Дуся у подъезда упорно называла его проституткой.",3,1.5581287,9.224153,
6622,Знаете почему в Макдаке туалеты бесплатные?Так секретно американцы собирают у русских биоматериал.,0,4.2285695,8.796004,
6623,"В нашей жизни много такого, что мало не покажется.",2,1.5785774,6.7669835,
6624,Самые честные на свете это Годы.Только они берут своё.,2,1.4257581,6.934975,
6625,Доктор предложил мне пропить железо.Теперь у меня нет машины и гаража...,6,-2.6076946,10.176588,
6626,"Теория относительности – это когда кажется, что мир вращается вокруг тебя, тогда как на самом деле тебя вертят на кое-чем.",2,2.148657,6.830731,
6627,"Муж упрекает меня в том, что я коту готовлю чаще, чем ему.Я вот думаю, признаваться или нет, что я готовлю только коту, а он просто доедает?",3,0.9829302,9.746555,
6628,"Гуманизируйте робота-пылесоса! Пусть не огибает препятствие в виде человека, а долбится об ноги с пассивно-агрессивным: «Куда по помытому?», «Гадят тут, а мне убирать», «Ногу подними, бездельник».",3,1.7481824,9.912229,
6629,"- Как утро?- Скатерть-самобранка.- Готовишь завтрак?- Нет. Лежу, бранюсь...",1,-0.96049273,9.879502,
6630,"— Здравствуйте! Наш опрос займёт не более 20 секунд. Скажите, пожалуйста, в вашей деревне есть партизаны?",0,3.1789534,9.74971,
6631,"— Так, у нас новая тактика.— ?— Противник не может догадаться, что мы задумали, если мы сами не знаем, что мы задумали!",2,2.528105,7.610023,
6632,"Если бы социологи работали по принципу Гидрометцентра:- Сегодня на улице 21-й век, ощущается - как 15-й...",4,2.754356,8.357009,
6633,"Проснулся и немедленно пошёл на море (в ванну), выпил холодной пина колады (кофе), порадовался олл инклюзиву (холодильнику), а теперь еду смотреть достопримечательности (на работу).Да здравствует самовнушение!",4,0.645189,8.669307,
6634,"Знаете, что будет, если к четырём всадникам присоединится Боярский?АПОКА-ПОКА-ПОКАЛИПСИС!",0,3.0184174,8.916739,
6635,"Наряды к Хеллоуину-2019.1) Костюм безработицы. Бледный грим на лице, черные круги под глазами, залатанный рваный пиджак и брюки, на груди табличка: ""Пишу на си шарп за еду""2) Костюм пенсионной реформы. Зеленая шляпа, зеленый костюм, лицо раскрашено как у леприкона, в руках горшочек с надписью: ""Здесь твоя пенсия, но ты до нее не доживешь""3) Костюм оптимизации медицины. Классический костюм смерти с косой, плюс стетоскоп и белая медицинская шапочка4) Костюм микрокредитора. Шляпа и грим Фредди Крюгера. В руках бензопила, покрытая кровью. На груди надпись ""Достанем тебя и во сне"".5) Костюм депутата госдумы. Классический костюм Дракулы с клыками, дополненный депутатским значком, на лбу эмблема ""Единой России"", на груди табличка ""Кровно заинтересованы благом народа""",4,1.5884638,9.448217,
6636,Мы хэллоуин не празднуем. Мы в нем живем.,2,2.147704,7.3330474,
6637,"Мне никогда не перезванивают после секса, потому что я не даю незнакомым людям свой номер телефона.",2,0.16728662,7.0295177,
6638,"Эротические фантазии взрослого человека:Хочу, чтобы кто-нибудь жадно сорвал с меня ответственность и грубо вошёл в мое положение.",5,-0.2947855,8.274326,
6639,"Известны тысячи способов убивания времени, но нет ещё ни одного способа его воскрешения.",2,1.9107819,7.114736,
6640,"Ответ на вопрос ""Будет ли объект сдан в срок?"" был написан прямо на заборе стройки.",4,1.8898844,8.800346,
6641,"Сообщение о том, что в Тамбовской области отменили налог на электромобили наводит на единственную мысль: сын губернатора таки приобрел себе Теслу.",0,3.345023,9.570979,
6642,Идеальные отношения - это когда вы оба достойны большего.,2,0.23580378,7.0719323,
6643,"Израиль - это единственная страна, где подозревают, что ты не еврей. В других странах подозревают, что еврей.",7,2.2871144,10.642029,
6644,"Любая проблема решается обычно так: либо ты чинишь протекающий потолок, либо вытираешь мокрый пол.",4,0.7739412,8.740646,
6645,"Блин, старость не радость, жена стала привязывать к члену лазерную указку когда поссать иду...",5,-0.82702416,8.039263,
6646,"Из новостей: ”31 декабря - не выходной: депутаты Госдумы отказались сделать последний день в году нерабочим”.“Подумать только, пока  мы в Куршевеле будем  потеть, они там себе будут прохлаждаться и салатики резать”, - возмутились депутаты.",4,3.2619529,7.8124056,
6647,Философствовать в рабочее время положено только философам.,2,2.0518608,7.007142,
6648,"Оказывается, Грета Тунберг — внучка Карлсона и фрекен Бок — всем недовольна и всё время жужжит.",3,1.3440815,9.733431,
6649,"Отец, швыряя дневник на стол:- И в кого ты такой тупой!?Вовочка:- В тебя!Мать:- Не груби отцу. Он-то тут при чём?",3,0.37098032,10.867542,
6650,В дверь постучали 40 раз…Неужели сороконожка?,3,0.5477555,9.057896,
6651,Не хочу ставить вас в неловкое положение. Давайте вы сверху.,2,0.6526347,7.0013742,
6652,"- Доктор, мне женщины не дают.- Вот вам средство для повышения потенции.- Да какое нах повышение, они мне перекурить не дают!",6,-2.194085,10.178357,
6653,"Надо штрафовать фирмы, в бухгалтерии которых стоят папки с надписью ""договора"", а не договоры, и строить на эти деньги школы.",0,3.102458,7.4232516,
6654,"Путин надеется, что в России ""родитель номер 1"" не заменит маму, а ""родитель номер 2"" папу. Чрезвычайно душевный человек. Стало даже как-то неудобно припоминать ему подляну с пенсионной реформой для ""родителей номер 3 и 4"".",0,4.9404836,9.297557,
6655,"Если раньше, наутро после возлияния, люди с ужасом изучали исходящия звонки на своем мобильном, то теперь все чаще с интересом изучают список той фигни, что заказали вчера на алиэспрессе.",2,2.5268266,8.474268,
6656,"Совещание у производителей йода и зеленки:- А давайте сделаем их такими, чтобы вообще не отмывались!- Давайте!Совещание у производителей упаковки для йода и зеленки:- А давайте их сделаем такими, чтобы при открытии невозможно было не запачкать руки и всё вокруг?- Давайте!!!",4,0.15514544,9.947776,
6657,"Кислородную маску надевают сначала на себя, а затем на ребёнка. С воспитанием и психическим здоровьем так же.",3,1.2961627,8.764365,
6658,"- Оксана, и что вы делаете с трудновыводимыми пятнами?- Вывожу, но с трудом.",1,-0.09860448,8.579878,
6659,"Уже полгода, как записался на фитнес - и никакого прогресса!Завтра схожу туда лично, узнаю в чем дело.",2,0.9603249,7.7387924,
6660,"Если взять итальянские спагетти и залить их украинским борщом, то получится узбекское блюдо с еврейской фамилией Лагман!",4,2.26405,10.373282,
6661,"На Привозе к прилавку подходит мулат. Продавщица:– Я уже знаю, что вы хотите! Вы хотите кило бананов!– Почему кило бананов?– Вы – негр! Значит, вам надо кило бананов!– Я не негр, я – мулат.– Ну, возьмите тогда полкило.",1,-0.9473673,10.787978,
6662,"Художник: «я так вижу»,Актёр: «я так чувствую»,Писатель: «я так понимаю»,Я: «так больше не могу»",1,-0.22964782,9.227392,
6663,"На выпускном вечере двоечник Иванов доказал молодой учительнице, что может когда захочет!",5,0.22068901,8.870364,
